Customer ID,Marital_Status,Income_in_Thousands,Number_of_Children,Level_of_Education_,Age_Category_,Total_Spend,Number_Transactions,X$T_TwoStep
18979,Married,210,3,High School Graduate,50 - 64,24.997,19,Average Married No Kids
18980,Married,161,3,High School Graduate,50 - 64,25.45,19.8,Average Married No Kids
18988,Single,200,5,High School Graduate,20-34,31.807,24.3,Young Starters
18988,Single,200,5,High School Graduate,20-34,31.807,24.3,Young Starters
18988,Single,173,4,High School Graduate,50 - 64,22.527,19.5,Young Starters
18988,Single,173,4,High School Graduate,50 - 64,22.527,19.5,Young Starters
18991,Married,125,3,Some High School,35 - 49,16.24,15,Low Value Married No Kids
18992,Married,125,3,Some High School,65 and up,16.54,16,Low Value Married No Kids
18993,Married,153,3,High School Graduate,50 - 64,19.035,16,Average Married No Kids
19001,Married,200,4,College Graduate,50 - 64,22.605,19,High Income Families
19001,Married,200,4,College Graduate,50 - 64,22.605,19,High Income Families
19001,Single,210,4,College Graduate,20-34,27.56,21,Young Starters
19001,Single,210,4,College Graduate,20-34,27.56,21,Young Starters
19002,Single,170,4,High School Graduate,50 - 64,22.51,20,Young Starters
19004,Married,185,3,Some High School,35 - 49,31.75,16.4,Low Value Married No Kids
19008,Married,221,4,High School Graduate,35 - 49,49.9,21.1,Average Married No Kids
19008,Married,221,4,High School Graduate,35 - 49,49.9,21.1,Average Married No Kids
19008,Married,275,4,College Graduate,50 - 64,69.7,23.2,High Income Families
19008,Married,275,4,College Graduate,50 - 64,69.7,23.2,High Income Families
19012,Married,302,4,College Graduate,50 - 64,82.6,21.1,High Income Families
19017,Married,190,3,Some High School,35 - 49,38.9,15.9,Low Value Married No Kids
19020,Married,185,3,Some High School,35 - 49,41,14,Low Value Married No Kids
19022,Married,215,3,High School Graduate,35 - 49,41.6,16.4,Average Married No Kids
19024,Married,302,4,College Graduate,50 - 64,85.5,23.2,High Income Families
19028,Single,215,4,High School Graduate,50 - 64,35.3,19,Young Starters
19035,Married,126,3,Some High School,65 and up,13.499,13.2,Low Value Married No Kids
19037,Married,155,3,High School Graduate,35 - 49,20.39,15.9,Average Married No Kids
19041,Married,222,3,High School Graduate,35 - 49,26.249,18.5,Average Married No Kids
19046,Single,170,4,High School Graduate,50 - 64,26.399,20,Young Starters
19051,Single,170,4,High School Graduate,20-34,29.299,21,Young Starters
19054,Single,170,4,High School Graduate,20-34,22.799,19.4,Young Starters
19064,Single,170,3,High School Graduate,20-34,17.89,19.4,Young Starters
19064,Single,170,3,High School Graduate,20-34,17.89,19.4,Young Starters
19064,Married,150,3,High School Graduate,35 - 49,18.145,15.2,Average Married No Kids
19064,Married,150,3,High School Graduate,35 - 49,18.145,15.2,Average Married No Kids
19067,Married,215,3,High School Graduate,,24.15,18,
19069,Married,150,3,High School Graduate,35 - 49,18.27,15,Average Married No Kids
19071,Married,250,4,College Graduate,50 - 64,36.229,18.5,High Income Families
19071,Married,250,4,College Graduate,50 - 64,36.229,18.5,High Income Families
19071,Single,190,4,College Graduate,20-34,31.598,17.5,Young Starters
19071,Single,190,4,College Graduate,20-34,31.598,17.5,Young Starters
19074,Single,185,4,High School Graduate,50 - 64,25.345,25,Young Starters
19080,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
19080,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
19080,Married,132,3,Some High School,35 - 49,16.08,16,Low Value Married No Kids
19080,Married,132,3,Some High School,35 - 49,16.08,16,Low Value Married No Kids
19081,Single,150,4,High School Graduate,50 - 64,18.85,20,Young Starters
19081,Single,150,4,High School Graduate,50 - 64,18.85,20,Young Starters
19081,Married,253,3,High School Graduate,50 - 64,43,12,Average Married No Kids
19081,Married,253,3,High School Graduate,50 - 64,43,12,Average Married No Kids
19083,Married,150,3,High School Graduate,35 - 49,21.61,15,Average Married No Kids
19085,Married,175,3,High School Graduate,35 - 49,19.72,15.2,Average Married No Kids
19085,Married,175,3,High School Graduate,35 - 49,19.72,15.2,Average Married No Kids
19085,Married,200,3,College Graduate,35 - 49,25.31,16.8,Low Value Married No Kids
19085,Married,200,3,College Graduate,35 - 49,25.31,16.8,Low Value Married No Kids
19086,Married,195,3,College Graduate,35 - 49,21.665,18,Low Value Married No Kids
19093,Married,205,4,College Graduate,50 - 64,23.755,17.5,High Income Families
19093,Married,205,4,College Graduate,50 - 64,23.755,17.5,High Income Families
19093,Married,205,4,College Graduate,50 - 64,23.755,17.5,High Income Families
19093,Single,185,4,High School Graduate,50 - 64,25.635,25,Young Starters
19093,Single,185,4,High School Graduate,50 - 64,25.635,25,Young Starters
19093,Single,185,4,High School Graduate,50 - 64,25.635,25,Young Starters
19093,Married,217,3,High School Graduate,50 - 64,41.43,17,Average Married No Kids
19093,Married,217,3,High School Graduate,50 - 64,41.43,17,Average Married No Kids
19093,Married,217,3,High School Graduate,50 - 64,41.43,17,Average Married No Kids
19101,Married,300,3,High School Graduate,50 - 64,71.02,17,High Income Families
19101,Married,300,3,High School Graduate,50 - 64,71.02,17,High Income Families
19101,Married,300,3,High School Graduate,50 - 64,74.97,17,High Income Families
19101,Married,300,3,High School Graduate,50 - 64,74.97,17,High Income Families
19108,Married,170,3,Some High School,50 - 64,33.12,18.5,Low Value Married No Kids
19108,Married,170,3,Some High School,50 - 64,33.12,18.5,Low Value Married No Kids
19108,Married,185,3,Some High School,50 - 64,26.1,16.9,Low Value Married No Kids
19108,Married,185,3,Some High School,50 - 64,26.1,16.9,Low Value Married No Kids
19109,Married,100,2,Some High School,65 and up,10.685,12.1,Low Value Married No Kids
19115,Married,100,2,Some High School,65 and up,12.535,12.1,Low Value Married No Kids
19123,Married,124,2,Some High School,65 and up,14.29,12.1,Low Value Married No Kids
19124,Married,137,3,Some High School,35 - 49,18.835,13.1,Low Value Married No Kids
19137,Married,137,3,Some High School,35 - 49,15.01,13.1,Low Value Married No Kids
19138,Married,165,3,High School Graduate,35 - 49,22.695,16.9,Average Married No Kids
19138,Married,165,3,High School Graduate,35 - 49,22.695,16.9,Average Married No Kids
19138,Married,165,3,High School Graduate,35 - 49,22.695,16.9,Average Married No Kids
19138,Single,165,3,High School Graduate,50 - 64,20.095,15.9,Young Starters
19138,Single,165,3,High School Graduate,50 - 64,20.095,15.9,Young Starters
19138,Single,165,3,High School Graduate,50 - 64,20.095,15.9,Young Starters
19138,Married,120,2,Some High School,65 and up,13.108,13.2,Low Value Married No Kids
19138,Married,120,2,Some High School,65 and up,13.108,13.2,Low Value Married No Kids
19138,Married,120,2,Some High School,65 and up,13.108,13.2,Low Value Married No Kids
19140,Married,133,3,Some High School,35 - 49,17.518,18.5,Low Value Married No Kids
19145,Married,210,3,High School Graduate,35 - 49,25.545,18.5,Average Married No Kids
19151,Single,142,3,High School Graduate,50 - 64,11.528,15.1,Young Starters
19151,Single,142,3,High School Graduate,50 - 64,11.528,15.1,Young Starters
19151,Married,140,2,Some High School,65 and up,16.875,14.5,Low Value Married No Kids
19151,Married,140,2,Some High School,65 and up,16.875,14.5,Low Value Married No Kids
19156,Single,194,4,High School Graduate,50 - 64,22.368,20.9,Young Starters
19160,Single,127,3,Some High School,35 - 49,16.888,15.3,Low Value Married No Kids
19165,Single,150,3,High School Graduate,50 - 64,22.288,18.5,Young Starters
19170,Single,230,5,College Graduate,20-34,51.728,25.4,Young Starters
19171,Married,115,3,Some High School,35 - 49,14.9,14.5,Low Value Married No Kids
19171,Married,115,3,Some High School,35 - 49,14.9,14.5,Low Value Married No Kids
19171,Married,115,3,Some High School,35 - 49,16.7,14.5,Low Value Married No Kids
19171,Married,115,3,Some High School,35 - 49,16.7,14.5,Low Value Married No Kids
19172,Married,150,3,Some High School,35 - 49,21.2,16.4,Low Value Married No Kids
19173,Married,115,3,Some High School,35 - 49,19.99,13.7,Low Value Married No Kids
19177,Married,115,3,Some High School,35 - 49,17.5,14.6,Low Value Married No Kids
19177,Married,115,3,Some High School,35 - 49,17.5,14.6,Low Value Married No Kids
19177,Married,115,3,Some High School,35 - 49,15.9,14.5,Low Value Married No Kids
19177,Married,115,3,Some High School,35 - 49,15.9,14.5,Low Value Married No Kids
19178,Married,160,3,Some High School,35 - 49,23.4,15.8,Low Value Married No Kids
19183,Married,160,3,Some High School,35 - 49,24.4,15.8,Low Value Married No Kids
19185,Married,168,3,High School Graduate,35 - 49,27.5,17.9,Average Married No Kids
19185,Married,168,3,High School Graduate,35 - 49,27.5,17.9,Average Married No Kids
19185,Married,168,3,High School Graduate,35 - 49,28.8,17.9,Average Married No Kids
19185,Married,168,3,High School Graduate,35 - 49,28.8,17.9,Average Married No Kids
19200,Married,236,4,Some High School,50 - 64,45.5,18.5,High Income Families
19202,Married,201,4,High School Graduate,50 - 64,36,21.1,Average Married No Kids
19202,Married,201,4,High School Graduate,50 - 64,36,21.1,Average Married No Kids
19202,Married,140,3,Some High School,35 - 49,21.5,13.2,Low Value Married No Kids
19202,Married,140,3,Some High School,35 - 49,21.5,13.2,Low Value Married No Kids
19204,Married,225,4,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
19212,Married,225,3,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
19212,Married,225,3,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
19212,Married,210,4,High School Graduate,50 - 64,42,18,Average Married No Kids
19212,Married,210,4,High School Graduate,50 - 64,42,18,Average Married No Kids
19213,Married,150,3,Some High School,35 - 49,23.99,16.4,Low Value Married No Kids
19214,Married,200,4,High School Graduate,50 - 64,33.95,18.5,Average Married No Kids
19214,Married,200,4,High School Graduate,50 - 64,33.95,18.5,Average Married No Kids
19214,Married,310,4,College Graduate,50 - 64,62,23.7,High Income Families
19214,Married,310,4,College Graduate,50 - 64,62,23.7,High Income Families
19216,Married,170,3,High School Graduate,35 - 49,26.99,16.6,Average Married No Kids
19216,Married,170,3,High School Graduate,35 - 49,26.99,16.6,Average Married No Kids
19216,Married,193,3,High School Graduate,50 - 64,33.4,16.6,Average Married No Kids
19216,Married,193,3,High School Graduate,50 - 64,33.4,16.6,Average Married No Kids
19218,Married,193,3,High School Graduate,50 - 64,38.9,18.5,Average Married No Kids
19229,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
19230,Married,240,4,College Graduate,50 - 64,25.3,17.5,High Income Families
19234,Married,205,4,College Graduate,50 - 64,31.965,18.5,High Income Families
19238,Married,205,4,College Graduate,35 - 49,27.885,17.5,Low Value Married No Kids
19249,Married,275,4,College Graduate,50 - 64,39.895,18.5,High Income Families
19249,Married,275,4,College Graduate,50 - 64,39.895,18.5,High Income Families
19249,Married,275,4,College Graduate,50 - 64,44.475,18.5,High Income Families
19249,Married,275,4,College Graduate,50 - 64,44.475,18.5,High Income Families
19265,Married,275,4,College Graduate,50 - 64,39.665,19,High Income Families
19266,Married,200,4,High School Graduate,50 - 64,31.01,18,Average Married No Kids
19266,Married,200,4,High School Graduate,50 - 64,31.01,18,Average Married No Kids
19266,Single,255,6,Some College,20-34,46.225,30,Young Starters
19266,Single,255,6,Some College,20-34,46.225,30,Young Starters
19271,Married,115,3,Some High School,35 - 49,13.26,14.3,Low Value Married No Kids
19271,Married,115,3,Some High School,35 - 49,13.26,14.3,Low Value Married No Kids
19271,Married,170,3,High School Graduate,35 - 49,16.535,15,Average Married No Kids
19271,Married,170,3,High School Graduate,35 - 49,16.535,15,Average Married No Kids
19274,Married,175,3,High School Graduate,35 - 49,18.89,16.6,Average Married No Kids
19278,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
19278,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
19278,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
19278,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
19278,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
19278,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
19278,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
19278,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
19278,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
19283,Married,120,2,Some High School,65 and up,13.96,13.2,Low Value Married No Kids
19288,Married,55,2,Some High School,19 or below,9.235,10.3,Low Value Married No Kids
19290,Married,180,3,High School Graduate,35 - 49,18.89,17,Average Married No Kids
19290,Married,180,3,High School Graduate,35 - 49,18.89,17,Average Married No Kids
19290,Married,163,3,High School Graduate,50 - 64,19.84,15.9,Average Married No Kids
19290,Married,163,3,High School Graduate,50 - 64,19.84,15.9,Average Married No Kids
19292,Married,168,3,High School Graduate,50 - 64,24.495,16,Average Married No Kids
19295,Married,200,3,High School Graduate,35 - 49,22.245,17,Average Married No Kids
19300,Married,132,3,Some High School,35 - 49,16.48,16,Low Value Married No Kids
19301,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
19304,Single,,4,,,28.34,,
19304,Single,,4,,,28.34,,
19304,Married,253,4,High School Graduate,50 - 64,29.185,17,Average Married No Kids
19304,Married,253,4,High School Graduate,50 - 64,29.185,17,Average Married No Kids
19309,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
19313,Married,163,3,High School Graduate,50 - 64,19.045,15.9,Average Married No Kids
19314,Married,168,3,High School Graduate,50 - 64,20.23,16,Average Married No Kids
19323,Married,202,3,High School Graduate,,22.505,17,
19328,Married,450,3,Trade/Technical School,20-34,69.725,19,High Income Families
19328,Married,450,3,Trade/Technical School,20-34,69.725,19,High Income Families
19328,Single,230,4,Some College,20-34,19.46,26,Young Starters
19328,Single,230,4,Some College,20-34,19.46,26,Young Starters
19330,Single,175,4,College Graduate,20-34,21.315,32,Young Starters
19330,Single,175,4,College Graduate,20-34,21.315,32,Young Starters
19330,Single,175,4,College Graduate,20-34,18.575,32,Young Starters
19330,Single,175,4,College Graduate,20-34,18.575,32,Young Starters
19331,Single,120,4,High School Graduate,20-34,16.98,22,Young Starters
19337,Single,230,4,Some College,20-34,26.31,25,Young Starters
19338,Single,150,4,High School Graduate,50 - 64,19.565,20,Young Starters
19341,Married,110,2,Some High School,65 and up,12.07,12.7,Low Value Married No Kids
19344,Married,190,3,College Graduate,50 - 64,21.56,15.7,High Income Families
19344,Married,190,3,College Graduate,50 - 64,21.56,15.7,High Income Families
19344,Married,170,3,High School Graduate,35 - 49,17.035,15,Average Married No Kids
19344,Married,170,3,High School Graduate,35 - 49,17.035,15,Average Married No Kids
19345,Married,155,3,High School Graduate,50 - 64,17.885,16,Average Married No Kids
19360,Married,107,3,Some High School,65 and up,12.315,13.2,Low Value Married No Kids
19365,Married,200,4,College Graduate,50 - 64,22.195,19,High Income Families
19379,Single,210,4,College Graduate,20-34,31.93,21,Young Starters
19380,Single,150,4,High School Graduate,50 - 64,21.41,26,Young Starters
19382,Single,240,5,College Graduate,20-34,36.135,26,Young Starters
19382,Single,240,5,College Graduate,20-34,36.135,26,Young Starters
19382,Single,119,3,High School Graduate,50 - 64,12.05,20,Young Starters
19382,Single,119,3,High School Graduate,50 - 64,12.05,20,Young Starters
19383,Single,220,4,College Graduate,20-34,26.935,25.1,Young Starters
19384,Married,106,2,Some High School,65 and up,12.885,11.9,Low Value Married No Kids
19390,Married,135,3,Some High School,35 - 49,15.35,17.1,Low Value Married No Kids
19392,Single,146,3,Some High School,50 - 64,20.55,15.3,Low Value Married No Kids
19395,Single,205,4,High School Graduate,20-34,26.6,21.1,Young Starters
19405,Single,210,4,High School Graduate,50 - 64,26,20,Young Starters
19405,Single,210,4,High School Graduate,50 - 64,26,20,Young Starters
19405,Married,92,2,Some High School,65 and up,9.699,11.9,Low Value Married No Kids
19405,Married,92,2,Some High School,65 and up,9.699,11.9,Low Value Married No Kids
19407,Married,140,3,Some High School,35 - 49,11.799,14.5,Low Value Married No Kids
19407,Married,140,3,Some High School,35 - 49,11.799,14.5,Low Value Married No Kids
19407,Married,148,3,High School Graduate,35 - 49,14.999,17.2,Average Married No Kids
19407,Married,148,3,High School Graduate,35 - 49,14.999,17.2,Average Married No Kids
19410,Married,227,3,High School Graduate,35 - 49,29.465,18.5,Average Married No Kids
19411,Married,240,4,High School Graduate,50 - 64,42.8,18.4,Average Married No Kids
19411,Married,240,4,High School Graduate,50 - 64,42.8,18.4,Average Married No Kids
19411,Single,120,3,High School Graduate,20-34,14.46,19,Young Starters
19411,Single,120,3,High School Graduate,20-34,14.46,19,Young Starters
19423,Single,190,3,College Graduate,50 - 64,21.62,20,Young Starters
19425,Single,195,4,College Graduate,20-34,26.895,20.5,Young Starters
19425,Single,195,4,College Graduate,20-34,26.895,20.5,Young Starters
19425,Married,210,3,High School Graduate,50 - 64,31.505,18.5,Average Married No Kids
19425,Married,210,3,High School Graduate,50 - 64,31.505,18.5,Average Married No Kids
19426,Married,225,4,High School Graduate,50 - 64,37.805,19.8,Average Married No Kids
19427,Married,300,4,College Graduate,50 - 64,46.305,19.8,High Income Families
19434,Married,290,4,College Graduate,50 - 64,54.005,22.5,High Income Families
19434,Married,290,4,College Graduate,50 - 64,54.005,22.5,High Income Families
19434,Single,230,5,College Graduate,20-34,60.105,25.4,Young Starters
19434,Single,230,5,College Graduate,20-34,60.105,25.4,Young Starters
19436,Single,220,4,High School Graduate,50 - 64,34.605,17.2,Young Starters
19438,Married,275,4,College Graduate,50 - 64,39.08,20,High Income Families
19444,Married,215,4,College Graduate,50 - 64,43.33,19,High Income Families
19444,Married,215,4,College Graduate,50 - 64,43.33,19,High Income Families
19444,Single,300,5,Some College,20-34,42.66,30,Young Starters
19444,Single,300,5,Some College,20-34,42.66,30,Young Starters
19445,Married,113,2,Some High School,65 and up,13.987,13.2,Low Value Married No Kids
19445,Married,113,2,Some High School,65 and up,13.987,13.2,Low Value Married No Kids
19445,Married,154,3,High School Graduate,50 - 64,19.047,15.9,Average Married No Kids
19445,Married,154,3,High School Graduate,50 - 64,19.047,15.9,Average Married No Kids
19448,Married,145,3,High School Graduate,35 - 49,17.357,16.3,Average Married No Kids
19449,Married,210,3,High School Graduate,50 - 64,24.997,19,Average Married No Kids
19451,Married,161,3,High School Graduate,50 - 64,25.45,19.8,Average Married No Kids
19451,Married,161,3,High School Graduate,50 - 64,25.45,19.8,Average Married No Kids
19451,Single,200,5,High School Graduate,20-34,31.807,24.3,Young Starters
19451,Single,200,5,High School Graduate,20-34,31.807,24.3,Young Starters
19452,Single,173,4,High School Graduate,50 - 64,22.527,19.5,Young Starters
19454,Married,125,3,Some High School,35 - 49,16.24,15,Low Value Married No Kids
19454,Married,125,3,Some High School,35 - 49,16.24,15,Low Value Married No Kids
19454,Married,125,3,Some High School,65 and up,16.54,16,Low Value Married No Kids
19454,Married,125,3,Some High School,65 and up,16.54,16,Low Value Married No Kids
19456,Married,153,3,High School Graduate,50 - 64,19.035,16,Average Married No Kids
19456,Married,153,3,High School Graduate,50 - 64,19.035,16,Average Married No Kids
19456,Married,200,4,College Graduate,50 - 64,22.605,19,High Income Families
19456,Married,200,4,College Graduate,50 - 64,22.605,19,High Income Families
19458,Single,210,4,College Graduate,20-34,27.56,21,Young Starters
19460,Single,170,4,High School Graduate,50 - 64,22.51,20,Young Starters
19462,Married,185,3,Some High School,35 - 49,31.75,16.4,Low Value Married No Kids
19462,Married,185,3,Some High School,35 - 49,31.75,16.4,Low Value Married No Kids
19462,Married,221,4,High School Graduate,35 - 49,49.9,21.1,Average Married No Kids
19462,Married,221,4,High School Graduate,35 - 49,49.9,21.1,Average Married No Kids
19463,Married,275,4,College Graduate,50 - 64,69.7,23.2,High Income Families
19466,Married,302,4,College Graduate,50 - 64,82.6,21.1,High Income Families
19470,Married,190,3,Some High School,35 - 49,38.9,15.9,Low Value Married No Kids
19474,Married,185,3,Some High School,35 - 49,41,14,Low Value Married No Kids
19477,Married,215,3,High School Graduate,35 - 49,41.6,16.4,Average Married No Kids
19482,Married,302,4,College Graduate,50 - 64,85.5,23.2,High Income Families
19485,Single,215,4,High School Graduate,50 - 64,35.3,19,Young Starters
19486,Married,126,3,Some High School,65 and up,13.499,13.2,Low Value Married No Kids
19486,Married,126,3,Some High School,65 and up,13.499,13.2,Low Value Married No Kids
19486,Married,155,3,High School Graduate,35 - 49,20.39,15.9,Average Married No Kids
19486,Married,155,3,High School Graduate,35 - 49,20.39,15.9,Average Married No Kids
19490,Married,222,3,High School Graduate,35 - 49,26.249,18.5,Average Married No Kids
19490,Married,222,3,High School Graduate,35 - 49,26.249,18.5,Average Married No Kids
19490,Single,170,4,High School Graduate,50 - 64,26.399,20,Young Starters
19490,Single,170,4,High School Graduate,50 - 64,26.399,20,Young Starters
19493,Single,170,4,High School Graduate,20-34,29.299,21,Young Starters
19493,Single,170,4,High School Graduate,20-34,29.299,21,Young Starters
19493,Single,170,4,High School Graduate,20-34,22.799,19.4,Young Starters
19493,Single,170,4,High School Graduate,20-34,22.799,19.4,Young Starters
19496,Single,170,3,High School Graduate,20-34,17.89,19.4,Young Starters
19496,Single,170,3,High School Graduate,20-34,17.89,19.4,Young Starters
19496,Married,150,3,High School Graduate,35 - 49,18.145,15.2,Average Married No Kids
19496,Married,150,3,High School Graduate,35 - 49,18.145,15.2,Average Married No Kids
19498,Married,215,3,High School Graduate,,24.15,18,
19500,Married,150,3,High School Graduate,35 - 49,18.27,15,Average Married No Kids
19503,Married,250,4,College Graduate,50 - 64,36.229,18.5,High Income Families
19506,Single,190,4,College Graduate,20-34,31.598,17.5,Young Starters
19507,Single,185,4,High School Graduate,50 - 64,25.345,25,Young Starters
19510,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
19516,Married,132,3,Some High School,35 - 49,16.08,16,Low Value Married No Kids
19518,Single,150,4,High School Graduate,50 - 64,18.85,20,Young Starters
19519,Married,253,3,High School Graduate,50 - 64,43,12,Average Married No Kids
19521,Married,150,3,High School Graduate,35 - 49,21.61,15,Average Married No Kids
19525,Married,175,3,High School Graduate,35 - 49,19.72,15.2,Average Married No Kids
19534,Married,200,3,College Graduate,35 - 49,25.31,16.8,Low Value Married No Kids
19541,Married,195,3,College Graduate,35 - 49,21.665,18,Low Value Married No Kids
19541,Married,195,3,College Graduate,35 - 49,21.665,18,Low Value Married No Kids
19541,Married,205,4,College Graduate,50 - 64,23.755,17.5,High Income Families
19541,Married,205,4,College Graduate,50 - 64,23.755,17.5,High Income Families
19543,Single,185,4,High School Graduate,50 - 64,25.635,25,Young Starters
19543,Single,185,4,High School Graduate,50 - 64,25.635,25,Young Starters
19543,Married,217,3,High School Graduate,50 - 64,41.43,17,Average Married No Kids
19543,Married,217,3,High School Graduate,50 - 64,41.43,17,Average Married No Kids
19558,Married,300,3,High School Graduate,50 - 64,71.02,17,High Income Families
19558,Married,300,3,High School Graduate,50 - 64,71.02,17,High Income Families
19558,Married,300,3,High School Graduate,50 - 64,71.02,17,High Income Families
19558,Married,300,3,High School Graduate,50 - 64,74.97,17,High Income Families
19558,Married,300,3,High School Graduate,50 - 64,74.97,17,High Income Families
19558,Married,300,3,High School Graduate,50 - 64,74.97,17,High Income Families
19558,Married,170,3,Some High School,50 - 64,33.12,18.5,Low Value Married No Kids
19558,Married,170,3,Some High School,50 - 64,33.12,18.5,Low Value Married No Kids
19558,Married,170,3,Some High School,50 - 64,33.12,18.5,Low Value Married No Kids
19561,Married,185,3,Some High School,50 - 64,26.1,16.9,Low Value Married No Kids
19561,Married,185,3,Some High School,50 - 64,26.1,16.9,Low Value Married No Kids
19561,Married,100,2,Some High School,65 and up,10.685,12.1,Low Value Married No Kids
19561,Married,100,2,Some High School,65 and up,10.685,12.1,Low Value Married No Kids
19562,Married,100,2,Some High School,65 and up,12.535,12.1,Low Value Married No Kids
19562,Married,100,2,Some High School,65 and up,12.535,12.1,Low Value Married No Kids
19562,Married,124,2,Some High School,65 and up,14.29,12.1,Low Value Married No Kids
19562,Married,124,2,Some High School,65 and up,14.29,12.1,Low Value Married No Kids
19563,Married,137,3,Some High School,35 - 49,18.835,13.1,Low Value Married No Kids
19564,Married,137,3,Some High School,35 - 49,15.01,13.1,Low Value Married No Kids
19565,Married,165,3,High School Graduate,35 - 49,22.695,16.9,Average Married No Kids
19571,Single,165,3,High School Graduate,50 - 64,20.095,15.9,Young Starters
19572,Married,120,2,Some High School,65 and up,13.108,13.2,Low Value Married No Kids
19576,Married,133,3,Some High School,35 - 49,17.518,18.5,Low Value Married No Kids
19576,Married,133,3,Some High School,35 - 49,17.518,18.5,Low Value Married No Kids
19576,Married,210,3,High School Graduate,35 - 49,25.545,18.5,Average Married No Kids
19576,Married,210,3,High School Graduate,35 - 49,25.545,18.5,Average Married No Kids
19579,Married,140,2,Some High School,65 and up,16.875,14.5,Low Value Married No Kids
19584,Single,142,3,High School Graduate,50 - 64,11.528,15.1,Young Starters
19585,Single,194,4,High School Graduate,50 - 64,22.368,20.9,Young Starters
19589,Single,127,3,Some High School,35 - 49,16.888,15.3,Low Value Married No Kids
19592,Single,150,3,High School Graduate,50 - 64,22.288,18.5,Young Starters
19597,Single,230,5,College Graduate,20-34,51.728,25.4,Young Starters
19597,Single,230,5,College Graduate,20-34,51.728,25.4,Young Starters
19597,Married,115,3,Some High School,35 - 49,14.9,14.5,Low Value Married No Kids
19597,Married,115,3,Some High School,35 - 49,14.9,14.5,Low Value Married No Kids
19598,Married,115,3,Some High School,35 - 49,16.7,14.5,Low Value Married No Kids
19598,Married,115,3,Some High School,35 - 49,16.7,14.5,Low Value Married No Kids
19598,Married,150,3,Some High School,35 - 49,21.2,16.4,Low Value Married No Kids
19598,Married,150,3,Some High School,35 - 49,21.2,16.4,Low Value Married No Kids
19602,Married,115,3,Some High School,35 - 49,19.99,13.7,Low Value Married No Kids
19605,Married,115,3,Some High School,35 - 49,17.5,14.6,Low Value Married No Kids
19605,Married,115,3,Some High School,35 - 49,17.5,14.6,Low Value Married No Kids
19605,Married,115,3,Some High School,35 - 49,15.9,14.5,Low Value Married No Kids
19605,Married,115,3,Some High School,35 - 49,15.9,14.5,Low Value Married No Kids
19616,Married,160,3,Some High School,35 - 49,23.4,15.8,Low Value Married No Kids
19619,Married,160,3,Some High School,35 - 49,24.4,15.8,Low Value Married No Kids
19620,Married,168,3,High School Graduate,35 - 49,27.5,17.9,Average Married No Kids
19622,Married,236,4,Some High School,50 - 64,45.5,18.5,High Income Families
19622,Married,236,4,Some High School,50 - 64,45.5,18.5,High Income Families
19622,Married,168,3,High School Graduate,35 - 49,28.8,17.9,Average Married No Kids
19622,Married,168,3,High School Graduate,35 - 49,28.8,17.9,Average Married No Kids
19623,Married,201,4,High School Graduate,50 - 64,36,21.1,Average Married No Kids
19624,Married,140,3,Some High School,35 - 49,21.5,13.2,Low Value Married No Kids
19626,Married,225,4,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
19636,Married,225,3,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
19640,Married,210,4,High School Graduate,50 - 64,42,18,Average Married No Kids
19640,Married,210,4,High School Graduate,50 - 64,42,18,Average Married No Kids
19640,Married,150,3,Some High School,35 - 49,23.99,16.4,Low Value Married No Kids
19640,Married,150,3,Some High School,35 - 49,23.99,16.4,Low Value Married No Kids
19642,Married,200,4,High School Graduate,50 - 64,33.95,18.5,Average Married No Kids
19647,Married,310,4,College Graduate,50 - 64,62,23.7,High Income Families
19654,Married,170,3,High School Graduate,35 - 49,26.99,16.6,Average Married No Kids
19654,Married,170,3,High School Graduate,35 - 49,26.99,16.6,Average Married No Kids
19654,Married,193,3,High School Graduate,50 - 64,33.4,16.6,Average Married No Kids
19654,Married,193,3,High School Graduate,50 - 64,33.4,16.6,Average Married No Kids
19655,Married,193,3,High School Graduate,50 - 64,38.9,18.5,Average Married No Kids
19655,Married,193,3,High School Graduate,50 - 64,38.9,18.5,Average Married No Kids
